CVEGEO_INEGI,CVE_ENT_INEGI,CVE_MUN_INEGI,NOMGEOINEGI,CVEGEO_INEGI,CVE_ENT_INE,CVE_MUN_INE,NOM_INE,CVEGEO_INE
11007,11,7,Celaya,11007,11,7,CELAYA,11007
31011,31,11,Celestun,31011,31,11,CELESTUN,31011
31012,31,12,Cenotillo,31012,31,12,CENOTILLO,31012
27003,27,3,Centla,27003,27,3,CENTLA,27003
27004,27,4,Centro,27004,27,4,CENTRO,27004
19011,19,11,Cerralvo,19011,19,11,CERRALVO,19011
20376,20,376,Santa Cruz de Bravo,20376,20,377,SANTA CRUZ DE BRAVO,20377
11035,11,35,Santa Cruz de Juventino Rosas,11035,11,35,SANTA CRUZ DE JUVENTINO ROSAS,11035
24008,24,8,Cerritos,24008,24,8,CERRITOS,24008
21171,21,171,Tepeyahualco de Cuauhtemoc,21171,21,170,TEPEYAHUALCO DE CUAUHTEMOC,21170
20377,20,377,Santa Cruz Itundujia,20377,20,378,SANTA CRUZ ITUNDUJIA,20378
30034,30,34,Cerro Azul,30034,30,36,CERRO AZUL,30036
15098,15,98,Texcalyacac,15098,15,99,TEXCALYACAC,15099
30170,30,170,Texcatepec,30170,30,169,TEXCATEPEC,30169
15099,15,99,Texcoco,15099,15,100,TEXCOCO,15100
30171,30,171,Texhuacan,30171,30,170,TEXHUACAN,30170
30172,30,172,Texistepec,30172,30,171,TEXISTEPEC,30171
31088,31,88,Teya,31088,31,88,TEYA,31088
14086,14,86,Tapalpa,14086,14,87,TAPALPA,14087
16087,16,87,Taretan,16087,16,88,TARETAN,16088
24009,24,9,Cerro de San Pedro,24009,24,9,CERRO DE SAN PEDRO,24009
21174,21,174,Teziutlan,21174,21,173,TEZIUTLAN,21173
30173,30,173,Tezonapa,30173,30,172,TEZONAPA,30172
16088,16,88,Tarimbaro,16088,16,89,TARIMBARO,16089
11039,11,39,Tarimoro,11039,11,39,TARIMORO,11039
13058,13,58,Tasquillo,13058,13,58,TASQUILLO,13058
19012,19,12,Cienega de Flores,19012,19,12,CIENEGA DE FLORES,19012
24010,24,10,Ciudad del Maiz,24010,24,10,CIUDAD DEL MAIZ,24010
24024,24,24,Rioverde,24024,24,24,RIOVERDE,24024
20014,20,14,Ciudad Ixtepec,20014,20,41,CIUDAD IXTEPEC,20041
24058,24,58,El Naranjo,24058,24,57,EL NARANJO,24057
28009,28,9,Ciudad Madero,28009,28,9,CIUDAD MADERO,28009
10018,10,18,El Oro,10018,10,19,EL ORO,10019
24018,24,18,Huehuetlan,24018,24,18,HUEHUETLAN,24018
21073,21,73,Huehuetlan el Chico,21073,21,74,HUEHUETLAN EL CHICO,21074
21150,21,150,Huehuetlan el Grande,21150,21,75,HUEHUETLAN EL GRANDE,21075
24013,24,13,Ciudad Valles,24013,24,13,CIUDAD VALLES,24013
15020,15,20,Coacalco de Berriozabal,15020,15,20,COACALCO DE BERRIOZABAL,15020
30036,30,36,Coacoatzintla,30036,30,38,COACOATZINTLA,30038
16014,16,14,Coahuayana,16014,16,14,COAHUAYANA,16014
12016,12,16,Coahuayutla de Jose Maria Izazaga,12016,12,16,COAHUAYUTLA DE JOSE MARIA IZAZAGA,12016
31089,31,89,Ticul,31089,31,89,TICUL,31089
30174,30,174,Tierra Blanca,30174,30,173,TIERRA BLANCA,30173
11040,11,40,Tierra Blanca,11040,11,40,TIERRA BLANCA,11040
24043,24,43,Tierra Nueva,24043,24,43,TIERRA NUEVA,24043
30175,30,175,Tihuatlan,30175,30,174,TIHUATLAN,30174
2004,2,4,Tijuana,2004,2,4,TIJUANA,2004
7096,7,96,Tila,7096,7,96,TILA,7096
21176,21,176,Tilapa,21176,21,175,TILAPA,21175
15102,15,102,Timilpan,15102,15,103,TIMILPAN,15103
30037,30,37,Coahuitlan,30037,30,39,COAHUITLAN,30039
16015,16,15,Coalcoman de Vazquez Pallares,16015,16,15,COALCOMAN DE VAZQUEZ PALLARES,16015
7018,7,18,Coapilla,7018,7,18,COAPILLA,7018
20015,20,15,Coatecas Altas,20015,20,18,COATECAS ALTAS,20018
30038,30,38,Coatepec,30038,30,40,COATEPEC,30040
31090,31,90,Timucuy,31090,31,90,TIMUCUY,31090
21030,21,30,Coatepec,21030,21,31,COATEPEC,21031
15021,15,21,Coatepec Harinas,15021,15,21,COATEPEC HARINAS,15021
31095,31,95,Tixpehual,31095,31,95,TIXPEHUAL,31095
17005,17,5,Coatlan del Rio,17005,17,5,COATLAN DEL RIO,17005
30039,30,39,Coatzacoalcos,30039,30,41,COATZACOALCOS,30041
21031,21,31,Coatzingo,21031,21,32,COATZINGO,21032
30040,30,40,Coatzintla,30040,30,42,COATZINTLA,30042
15022,15,22,Cocotitlan,15022,15,22,COCOTITLAN,15022
14024,14,24,Cocula,14024,14,25,COCULA,14025
12017,12,17,Cocula,12017,12,17,COCULA,12017
13069,13,69,Tizayuca,13069,13,68,TIZAYUCA,13068
31096,31,96,Tizimin,31096,31,96,TIZIMIN,31096
12062,12,62,Tlacoachistlahuaca,12062,12,63,TLACOACHISTLAHUACA,12063
12063,12,63,Tlacoapa,12063,12,64,TLACOAPA,12064
30176,30,176,Tlacojalpan,30176,30,175,TLACOJALPAN,30175
12078,12,78,Cochoapa el Grande,12078,12,79,COCHOAPA EL GRANDE,12079
16016,16,16,Coeneo,16016,16,16,COENEO,16016
30041,30,41,Coetzala,30041,30,43,COETZALA,30043
21032,21,32,Cohetzala,21032,21,33,COHETZALA,21033
21033,21,33,Cohuecan,21033,21,34,COHUECAN,21034
20016,20,16,Coicoyan de las Flores,20016,20,19,COICOYAN DE LAS FLORES,20019
20551,20,551,Tlacolula de Matamoros,20551,20,550,TLACOLULA DE MATAMOROS,20550
30177,30,177,Tlacolulan,30177,30,176,TLACOLULAN,30176
30178,30,178,Tlacotalpan,30178,30,177,TLACOTALPAN,30177
21177,21,177,Tlacotepec de Benito Juarez,21177,21,176,TLACOTEPEC DE BENITO JUAREZ,21176
30179,30,179,Tlacotepec de Mejia,30179,30,178,TLACOTEPEC DE MEJIA,30178
16074,16,74,Cojumatlan de Regules,16074,16,75,COJUMATLAN DE REGULES,16075
20020,20,20,Constancia del Rosario,20020,20,23,CONSTANCIA DEL ROSARIO,20023
16017,16,17,Contepec,16017,16,17,CONTEPEC,16017
29018,29,18,Contla de Juan Cuamatzi,29018,29,18,CONTLA DE JUAN CUAMATZI,29018
7021,7,21,Copainala,7021,7,21,COPAINALA,7021
12018,12,18,Copala,12018,12,18,COPALA,12018
12019,12,19,Copalillo,12019,12,19,COPALILLO,12019
12020,12,20,Copanatoyac,12020,12,20,COPANATOYAC,12020
16018,16,18,Copandaro,16018,16,18,COPANDARO,16018
6004,6,4,Coquimatlan,6004,6,3,COQUIMATLAN,6003
30044,30,44,Cordoba,30044,30,46,CORDOBA,30046
8014,8,14,Coronado,8014,8,14,CORONADO,8014
25005,25,5,Cosala,25005,25,5,COSALA,25005
30045,30,45,Cosamaloapan de Carpio,30045,30,47,COSAMALOAPAN,30047
21034,21,34,Coronango,21034,21,35,CORONANGO,21035
11010,11,10,Coroneo,11010,11,10,CORONEO,11010
22006,22,6,Corregidora,22006,22,5,CORREGIDORA,22005
11011,11,11,Cortazar,11011,11,11,CORTAZAR,11011
5007,5,7,Cuatro Cienegas,5007,5,7,CUATROCIENEGAS,5007
8017,8,17,Cuauhtemoc,8017,8,17,CUAUHTEMOC,8017
6005,6,5,Cuauhtemoc,6005,6,4,CUAUHTEMOC,6004
30046,30,46,Cosautlan de Carvajal,30046,30,48,COSAUTLAN DE CARVAJAL,30048
30047,30,47,Coscomatepec,30047,30,49,COSCOMATEPEC,30049
1004,1,4,Cosio,1004,1,4,COSIO,1004
20021,20,21,Cosolapa,20021,20,24,COSOLAPA,20024
30048,30,48,Cosoleacaque,30048,30,50,COSOLEACAQUE,30050
20022,20,22,Cosoltepec,20022,20,25,COSOLTEPEC,20025
30049,30,49,Cotaxtla,30049,30,51,COTAXTLA,30051
16019,16,19,Cotija,16019,16,19,COTIJA,16019
24014,24,14,Coxcatlan,24014,24,14,COXCATLAN,24014
21035,21,35,Coxcatlan,21035,21,36,COXCATLAN,21036
30050,30,50,Coxquihui,30050,30,52,COXQUIHUI,30052
8015,8,15,Coyame del Sotol,8015,8,15,COYAME DEL SOTOL,8015
20025,20,25,Chahuites,20025,20,15,CHAHUITES,20015
20026,20,26,Chalcatongo de Hidalgo,20026,20,16,CHALCATONGO DE HIDALGO,20016
15025,15,25,Chalco,15025,15,26,CHALCO,15026
21045,21,45,Chalchicomula de Sesma,21045,21,46,CHALCHICOMULA DE SESMA,21046
7022,7,22,Chalchihuitan,7022,7,22,CHALCHIHUITAN,7022
9003,9,3,Coyoacan,9003,9,3,COYOACAN,9003
21036,21,36,Coyomeapan,21036,21,37,COYOMEAPAN,21037
32009,32,9,Chalchihuites,32009,32,9,CHALCHIHUITES,32009
30055,30,55,Chalma,30055,30,57,CHALMA,30057
15023,15,23,Coyotepec,15023,15,23,COYOTEPEC,15023
21037,21,37,Coyotepec,21037,21,38,COYOTEPEC,21038
12021,12,21,Coyuca de Benitez,12021,12,21,COYUCA DE BENITEZ,12021
12022,12,22,Coyuca de Catalan,12022,12,22,COYUCA DE CATALAN,12022
30051,30,51,Coyutla,30051,30,53,COYUTLA,30053
23001,23,1,Cozumel,23001,23,2,COZUMEL,23002
31017,31,17,Chankom,31017,31,17,CHANKOM,31017
15026,15,26,Chapa de Mota,15026,15,27,CHAPA DE MOTA,15027
31018,31,18,Chapab,31018,31,18,CHAPAB,31018
14030,14,30,Chapala,14030,14,31,CHAPALA,14031
13017,13,17,Chapantongo,13017,13,16,CHAPANTONGO,13016
21046,21,46,Chapulco,21046,21,47,CHAPULCO,21047
13018,13,18,Chapulhuacan,13018,13,17,CHAPULHUACAN,13017
7025,7,25,Chapultenango,7025,7,25,CHAPULTENANGO,7025
28010,28,10,Cruillas,28010,28,10,CRUILLAS,28010
9004,9,4,Cuajimalpa de Morelos,9004,9,4,CUAJIMALPA DE MORELOS,9004
12023,12,23,Cuajinicuilapa,12023,12,23,CUAJINICUILAPA,12023
12024,12,24,Cualac,12024,12,24,CUALAC,12024
29008,29,8,Cuapiaxtla,29008,29,8,CUAPIAXTLA,29008
21038,21,38,Cuapiaxtla de Madero,21038,21,39,CUAPIAXTLA DE MADERO,21039
9015,9,15,Cuauhtemoc,9015,9,15,CUAUHTEMOC,9015
32008,32,8,Cuauhtemoc,32008,32,8,CUAUHTEMOC,32008
21039,21,39,Cuautempan,21039,21,40,CUAUTEMPAN,21040
12025,12,25,Cuautepec,12025,12,25,CUAUTEPEC,12025
13016,13,16,Cuautepec de Hinojosa,13016,13,15,CUAUTEPEC DE HINOJOSA,13015
21040,21,40,Cuautinchan,21040,21,41,CUAUTINCHAN,21041
15024,15,24,Cuautitlan,15024,15,24,CUAUTITLAN,15024
14027,14,27,Cuautitlan de Garcia Barragan,14027,14,28,CUAUTITLAN DE GARCIA BARRAGAN,14028
15121,15,121,Cuautitlan Izcalli,15121,15,25,CUAUTITLAN IZCALLI,15025
14028,14,28,Cuautla,14028,14,29,CUAUTLA,14029
17006,17,6,Cuautla,17006,17,6,CUAUTLA,17006
21041,21,41,Cuautlancingo,21041,21,42,CUAUTLANCINGO,21042
15027,15,27,Chapultepec,15027,15,28,CHAPULTEPEC,15028
16021,16,21,Charapan,16021,16,21,CHARAPAN,16021
24015,24,15,Charcas,24015,24,15,CHARCAS,24015
16022,16,22,Charo,16022,16,22,CHARO,16022
29009,29,9,Cuaxomulco,29009,29,9,CUAXOMULCO,29009
21042,21,42,Cuayuca de Andrade,21042,21,43,CUAYUCA DE ANDRADE,21043
26022,26,22,Cucurpe,26022,26,16,CUCURPE,26016
10004,10,4,Cuencame,10004,10,4,CUENCAME,10004
11012,11,12,Cueramaro,11012,11,12,CUERAMARO,11012
17007,17,7,Cuernavaca,17007,17,7,CUERNAVACA,17007
31021,31,21,Chichimila,31021,31,21,CHICHIMILA,31021
21050,21,50,Chichiquila,21050,21,51,CHICHIQUILA,21051
21051,21,51,Chietla,21051,21,52,CHIETLA,21052
12026,12,26,Cuetzala del Progreso,12026,12,26,CUETZALA DEL PROGRESO,12026
21043,21,43,Cuetzalan del Progreso,21043,21,44,CUETZALAN DEL PROGRESO,21044
30052,30,52,Cuichapa,30052,30,54,CUICHAPA,30054
20023,20,23,Cuilapam de Guerrero,20023,20,26,CUILAPAM DE GUERRERO,20026
30053,30,53,Cuitlahuac,30053,30,55,CUITLAHUAC,30055
16020,16,20,Cuitzeo,16020,16,20,CUITZEO,16020
25006,25,6,Culiacan,25006,25,6,CULIACAN,25006
26023,26,23,Cumpas,26023,26,17,CUMPAS,26017
31014,31,14,Cuncunul,31014,31,14,CUNCUNUL,31014
27006,27,6,Cunduacan,27006,27,6,CUNDUACAN,27006
14029,14,29,Cuquio,14029,14,30,CUQUIO,14030
8018,8,18,Cusihuiriachi,8018,8,18,CUSIHUIRIACHI,8018
12027,12,27,Cutzamala de Pinzon,12027,12,27,CUTZAMALA DE PINZON,12027
31022,31,22,Chikindzonot,31022,31,22,CHIKINDZONOT,31022
20024,20,24,Cuyamecalco Villa de Zaragoza,20024,20,27,CUYAMECALCO VILLA DE ZARAGOZA,20027
21044,21,44,Cuyoaco,21044,21,45,CUYOACO,21045
31015,31,15,Cuzama,31015,31,15,CUZAMA,31015
30054,30,54,Chacaltianguis,30054,30,56,CHACALTIANGUIS,30056
31016,31,16,Chacsinkin,31016,31,16,CHACSINKIN,31016
4004,4,4,Champoton,4004,4,4,CHAMPOTON,4004
7023,7,23,Chamula,7023,7,23,CHAMULA,7023
7024,7,24,Chanal,7024,7,24,CHANAL,7024
16023,16,23,Chavinda,16023,16,23,CHAVINDA,16023
31019,31,19,Chemax,31019,31,19,CHEMAX,31019
7026,7,26,Chenalho,7026,7,26,CHENALHO,7026
16024,16,24,Cheran,16024,16,24,CHERAN,16024
7027,7,27,Chiapa de Corzo,7027,7,27,CHIAPA DE CORZO,7027
7028,7,28,Chiapilla,7028,7,28,CHIAPILLA,7028
29010,29,10,Chiautempan,29010,29,10,CHIAUTEMPAN,29010
15028,15,28,Chiautla,15028,15,29,CHIAUTLA,15029
21047,21,47,Chiautla,21047,21,48,CHIAUTLA,21048
21048,21,48,Chiautzingo,21048,21,49,CHIAUTZINGO,21049
7029,7,29,Chicoasen,7029,7,29,CHICOASEN,7029
15029,15,29,Chicoloapan,15029,15,30,CHICOLOAPAN,15030
7030,7,30,Chicomuselo,7030,7,30,CHICOMUSELO,7030
30056,30,56,Chiconamel,30056,30,58,CHICONAMEL,30058
20027,20,27,Chiquihuitlan de Benito Juarez,20027,20,187,CHIQUIHUITLAN DE BENITO JUAREZ,20187
14032,14,32,Chiquilistlan,14032,14,33,CHIQUILISTLAN,14033
15030,15,30,Chiconcuac,15030,15,31,CHICONCUAC,15031
21049,21,49,Chiconcuautla,21049,21,50,CHICONCUAUTLA,21050
30057,30,57,Chiconquiaco,30057,30,59,CHICONQUIACO,30059
30058,30,58,Chicontepec,30058,30,60,CHICONTEPEC,30060
31020,31,20,Chicxulub Pueblo,31020,31,20,CHICXULUB PUEBLO,31020
21052,21,52,Chigmecatitlan,21052,21,53,CHIGMECATITLAN,21053
21053,21,53,Chignahuapan,21053,21,54,CHIGNAHUAPAN,21054
21054,21,54,Chignautla,21054,21,55,CHIGNAUTLA,21055
8019,8,19,Chihuahua,8019,8,19,CHIHUAHUA,8019
21055,21,55,Chila,21055,21,56,CHILA,21056
21056,21,56,Chila de la Sal,21056,21,57,CHILA DE LA SAL,21057
12028,12,28,Chilapa de alvarez,12028,12,28,CHILAPA DE ALVAREZ,12028
13019,13,19,Chilcuautla,13019,13,18,CHILCUAUTLA,13018
16025,16,25,Chilchota,16025,16,25,CHILCHOTA,16025
21058,21,58,Chilchotla,21058,21,59,CHILCHOTLA,21059
7031,7,31,Chilon,7031,7,31,CHILON,7031
12029,12,29,Chilpancingo de los Bravo,12029,12,29,CHILPANCINGO DE LOS BRAVO,12029
15031,15,31,Chimalhuacan,15031,15,32,CHIMALHUACAN,15032
14031,14,31,Chimaltitan,14031,14,32,CHIMALTITAN,14032
19013,19,13,China,19013,19,13,CHINA,19013
30059,30,59,Chinameca,30059,30,61,CHINAMECA,30061
30060,30,60,Chinampa de Gorostiza,30060,30,62,CHINAMPA DE GOROSTIZA,30062
21059,21,59,Chinantla,21059,21,60,CHINANTLA,21060
16026,16,26,Chinicuila,16026,16,26,CHINICUILA,16026
8020,8,20,Chinipas,8020,8,20,CHINIPAS,8020
30062,30,62,Chocaman,30062,30,64,CHOCAMAN,30064
31023,31,23,Chochola,31023,31,23,CHOCHOLA,31023
25007,25,7,Choix,25007,25,7,CHOIX,25007
30063,30,63,Chontla,30063,30,65,CHONTLA,30065
16027,16,27,Chucandiro,16027,16,27,CHUCANDIRO,16027
30064,30,64,Chumatlan,30064,30,66,CHUMATLAN,30066
31024,31,24,Chumayel,31024,31,24,CHUMAYEL,31024
16028,16,28,Churintzio,16028,16,28,CHURINTZIO,16028
16029,16,29,Churumuco,16029,16,29,CHURUMUCO,16029
14033,14,33,Degollado,14033,14,34,DEGOLLADO,14034
18009,18,9,Del Nayar,18009,18,9,DEL NAYAR,18009
8021,8,21,Delicias,8021,8,21,DELICIAS,8021
26024,26,24,Divisaderos,26024,26,18,DIVISADEROS,26018
11013,11,13,Doctor Mora,11013,11,13,DOCTOR MORA,11013
11014,11,14,Dolores Hidalgo Cuna de la Independencia Nacional,11014,11,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,11014
21060,21,60,Domingo Arenas,21060,21,61,DOMINGO ARENAS,21061
15032,15,32,Donato Guerra,15032,15,33,DONATO GUERRA,15033
19014,19,14,Doctor Arroyo,19014,19,14,DR. ARROYO,19014
8022,8,22,Dr. Belisario Dominguez,8022,8,22,DR. BELISARIO DOMINGUEZ,8022
19015,19,15,Doctor Coss,19015,19,15,DR. COSS,19015
19016,19,16,Doctor Gonzalez,19016,19,16,DR. GONZALEZ,19016
10005,10,5,Durango,10005,10,5,DURANGO,10005
31025,31,25,Dzan,31025,31,25,DZAN,31025
31027,31,27,Dzidzantun,31027,31,27,DZIDZANTUN,31027
31028,31,28,Dzilam de Bravo,31028,31,28,DZILAM DE BRAVO,31028
31029,31,29,Dzilam Gonzalez,31029,31,29,DZILAM GONZALEZ,31029
31030,31,30,Dzitas,31030,31,30,DZITAS,31030
24016,24,16,Ebano,24016,24,16,EBANO,24016
15033,15,33,Ecatepec de Morelos,15033,15,34,ECATEPEC DE MORELOS,15034
15034,15,34,Ecatzingo,15034,15,35,ECATZINGO,15035
16030,16,30,Ecuandureo,16030,16,30,ECUANDUREO,16030
12075,12,75,Eduardo Neri,12075,12,30,EDUARDO NERI,12030
14034,14,34,Ejutla,14034,14,35,EJUTLA,14035
14009,14,9,El Arenal,14009,14,9,EL ARENAL,14009
13009,13,9,El Arenal,13009,13,19,EL ARENAL,13019
20010,20,10,El Barrio de la Soledad,20010,20,12,EL BARRIO DE LA SOLEDAD,20012
7014,7,14,El Bosque,7014,7,14,EL BOSQUE,7014
29007,29,7,El Carmen Tequexquitla,29007,29,7,EL CARMEN TEQUEXQUITLA,29007
20030,20,30,El Espinal,20030,20,30,EL ESPINAL,20030
32041,32,41,El Salvador,32041,32,41,EL SALVADOR,32041
8064,8,64,El Tule,8064,8,64,EL TULE,8064
25010,25,10,El Fuerte,25010,25,10,EL FUERTE,25010
1010,1,10,El Llano,1010,1,11,EL LLANO,1011
28021,28,21,El Mante,28021,28,21,EL MANTE,28021
22011,22,11,El Marques,22011,22,10,EL MARQUES,22010
15064,15,64,El Oro,15064,15,65,EL ORO,15065
7122,7,122,El Parral,7122,7,121,EL PARRAL,7121
32015,32,15,El Plateado de Joaquin Amaro,32015,32,15,EL PLATEADO DE JOAQUIN AMARO,32015
12079,12,79,Jose Joaquin de Herrera,12079,12,77,JOSE JOAQUIN DE HERRERA,12077
7070,7,70,El Porvenir,7070,7,70,EL PORVENIR,7070
14070,14,70,El Salto,14070,14,72,EL SALTO,14072
25008,25,8,Elota,25008,25,8,ELOTA,25008
13020,13,20,Eloxochitlan,13020,13,20,ELOXOCHITLAN,13020
21061,21,61,Eloxochitlan,21061,21,62,ELOXOCHITLAN,21062
4009,4,9,Escarcega,4009,4,9,ESCARCEGA,4009
20029,20,29,Eloxochitlan de Flores Magon,20029,20,29,ELOXOCHITLAN DE FLORES MAGON,20029
17008,17,8,Emiliano Zapata,17008,17,8,EMILIANO ZAPATA,17008
7123,7,123,Emiliano Zapata,7123,7,122,EMILIANO ZAPATA,7122
27007,27,7,Emiliano Zapata,27007,27,7,EMILIANO ZAPATA,27007
29046,29,46,Emiliano Zapata,29046,29,54,EMILIANO ZAPATA,29054
30065,30,65,Emiliano Zapata,30065,30,67,EMILIANO ZAPATA,30067
13021,13,21,Emiliano Zapata,13021,13,21,EMILIANO ZAPATA,13021
26025,26,25,Empalme,26025,26,60,EMPALME,26060
14035,14,35,Encarnacion de Diaz,14035,14,36,ENCARNACION DE DIAZ,14036
2001,2,1,Ensenada,2001,2,1,ENSENADA,2001
21062,21,62,Epatlan,21062,21,63,EPATLAN,21063
13022,13,22,Epazoyucan,13022,13,22,EPAZOYUCAN,13022
16031,16,31,Epitacio Huerta,16031,16,31,EPITACIO HUERTA,16031
16032,16,32,Erongaricuaro,16032,16,32,ERONGARICUARO,16032
5008,5,8,Escobedo,5008,5,8,ESCOBEDO,5008
13023,13,23,Francisco I. Madero,13023,13,23,FRANCISCO I. MADERO,13023
7033,7,33,Francisco Leon,7033,7,33,FRANCISCO LEON,7033
21064,21,64,Francisco Z. Mena,21064,21,65,FRANCISCO Z. MENA,21065
32010,32,10,Fresnillo,32010,32,10,FRESNILLO,32010
20165,20,165,San Jose Ayuquila,20165,20,163,SAN JOSE AYUQUILA,20163
20032,20,32,Fresnillo de Trujano,20032,20,31,FRESNILLO DE TRUJANO,20031
11032,11,32,San Jose Iturbide,11032,11,32,SAN JOSE ITURBIDE,11032
20170,20,170,San Jose Lachiguiri,20170,20,168,SAN JOSE LACHIGUIRI,20168
21129,21,129,San Jose Miahuatlan,21129,21,130,SAN JOSE MIAHUATLAN,21130
5010,5,10,Frontera,5010,5,10,FRONTERA,5010
7034,7,34,Frontera Comalapa,7034,7,34,FRONTERA COMALAPA,7034
32013,32,13,General Enrique Estrada,32013,32,13,GENERAL ENRIQUE ESTRADA,32013
21065,21,65,General Felipe angeles,21065,21,66,GENERAL FELIPE ANGELES,21066
32014,32,14,General Francisco R. Murguia,32014,32,14,GENERAL FRANCISCO R. MURGUIA,32014
12032,12,32,General Heliodoro Castillo,12032,12,33,GENERAL HELIODORO CASTILLO,12033
7035,7,35,Frontera Hidalgo,7035,7,35,FRONTERA HIDALGO,7035
26027,26,27,Fronteras,26027,26,19,FRONTERAS,26019
16033,16,33,Gabriel Zamora,16033,16,33,GABRIEL ZAMORA,16033
19017,19,17,Galeana,19017,19,17,GALEANA,19017
19026,19,26,Guadalupe,19026,19,26,GUADALUPE,19026
21066,21,66,Guadalupe,21066,21,67,GUADALUPE,21067
32017,32,17,Guadalupe,32017,32,17,GUADALUPE,32017
8023,8,23,Galeana,8023,8,23,GALEANA,8023
20034,20,34,Guadalupe de Ramirez,20034,20,32,GUADALUPE DE RAMIREZ,20032
19018,19,18,Garcia,19018,19,18,GARCIA,19018
32012,32,12,Genaro Codina,32012,32,12,GENARO CODINA,32012
12031,12,31,General Canuto A. Neri,12031,12,32,GENERAL CANUTO A. NERI,12032
5011,5,11,General Cepeda,5011,5,11,GENERAL CEPEDA,5011
20033,20,33,Guadalupe Etla,20033,20,33,GUADALUPE ETLA,20033
21067,21,67,Guadalupe Victoria,21067,21,68,GUADALUPE VICTORIA,21068
32016,32,16,General Panfilo Natera,32016,32,16,GENERAL PANFILO NATERA,32016
8029,8,29,Guadalupe y Calvo,8029,8,29,GUADALUPE Y CALVO,8029
10009,10,9,Guanacevi,10009,10,9,GUANACEVI,10009
11015,11,15,Guanajuato,11015,11,15,GUANAJUATO,11015
25011,25,11,Guasave,25011,25,11,GUASAVE,25011
26029,26,29,Guaymas,26029,26,61,GUAYMAS,26061
8030,8,30,Guazapares,8030,8,30,GUAZAPARES,8030
26070,26,70,General Plutarco Elias Calles,26070,26,70,GENERAL PLUTARCO ELIAS CALLES,26070
8025,8,25,Gomez Farias,8025,8,25,GOMEZ FARIAS,8025
14079,14,79,Gomez Farias,14079,14,38,GOMEZ FARIAS,14038
28011,28,11,Gomez Farias,28011,28,11,GOMEZ FARIAS,28011
10007,10,7,Gomez Palacio,10007,10,7,GOMEZ PALACIO,10007
28012,28,12,Gonzalez,28012,28,12,GONZALEZ,28012
19020,19,20,General Bravo,19020,19,20,GRAL. BRAVO,19020
19021,19,21,General Escobedo,19021,19,21,GRAL. ESCOBEDO,19021
19022,19,22,General Teran,19022,19,22,GRAL. TERAN,19022
19023,19,23,General Treviño,19023,19,23,GRAL. TREVIÑO,19023
19024,19,24,General Zaragoza,19024,19,24,GRAL. ZARAGOZA,19024
20035,20,35,Guelatao de Juarez,20035,20,34,GUELATAO DE JUAREZ,20034
28013,28,13,GÃ¼emez,28013,28,13,GÃœEMEZ,28013
28014,28,14,Guerrero,28014,28,14,GUERRERO,28014
19025,19,25,General Zuazua,19025,19,25,GRAL. ZUAZUA,19025
8031,8,31,Guerrero,8031,8,31,GUERRERO,8031
8026,8,26,Gran Morelos,8026,8,26,GRAN MORELOS,8026
31035,31,35,Hoctun,31035,31,35,HOCTUN,31035
26028,26,28,Granados,26028,26,20,GRANADOS,26020
14038,14,38,Guachinango,14038,14,40,GUACHINANGO,14040
8027,8,27,Guachochi,8027,8,27,GUACHOCHI,8027
14039,14,39,Guadalajara,14039,14,41,GUADALAJARA,14041
31036,31,36,Homun,31036,31,36,HOMUN,31036
24017,24,17,Guadalcazar,24017,24,17,GUADALCAZAR,24017
8028,8,28,Guadalupe,8028,8,28,GUADALUPE,8028
10008,10,8,Guadalupe Victoria,10008,10,8,GUADALUPE VICTORIA,10008
5012,5,12,Guerrero,5012,5,12,GUERRERO,5012
20036,20,36,Guevea de Humboldt,20036,20,35,GUEVEA DE HUMBOLDT,20035
9005,9,5,Gustavo A. Madero,9005,9,5,GUSTAVO A. MADERO,9005
28015,28,15,Gustavo Diaz Ordaz,28015,28,15,GUSTAVO DIAZ ORDAZ,28015
30069,30,69,Gutierrez Zamora,30069,30,71,GUTIERREZ ZAMORA,30071
20549,20,549,"Heroica Villa Tezoatlan de Segura y Luna, Cuna de la Independencia de Oaxaca",20549,20,549,H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX,20549
31033,31,33,Halacho,31033,31,33,HALACHO,31033
4005,4,5,Hecelchakan,4005,4,5,HECELCHAKAN,4005
21068,21,68,Hermenegildo Galeana,21068,21,69,HERMENEGILDO GALEANA,21069
26030,26,30,Hermosillo,26030,26,49,HERMOSILLO,26049
20028,20,28,Heroica Ciudad de Ejutla de Crespo,20028,20,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,20028
20039,20,39,Heroica Ciudad de Huajuapan de Leon,20039,20,37,HEROICA CIUDAD DE HUAJUAPAN DE LEON,20037
20043,20,43,Juchitan de Zaragoza,20043,20,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,20043
20397,20,397,Heroica Ciudad de Tlaxiaco,20397,20,553,HEROICA CIUDAD DE TLAXIACO,20553
16034,16,34,Hidalgo,16034,16,34,HIDALGO,16034
4006,4,6,Hopelchen,4006,4,6,HOPELCHEN,4006
14040,14,40,Hostotipaquillo,14040,14,42,HOSTOTIPAQUILLO,14042
26031,26,31,Huachinera,26031,26,21,HUACHINERA,26021
